EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,TenureBand,IncomeBand,JobSatisfactionLabel,WorkLifeBalanceLabel
495,19,Yes,Travel_Rarely,186,Research & Development,1,4,Life Sciences,1,Male,45,3,5,Healthcare Representative,1.0,Divorced,12731.0,18615,1,Yes,11,3,1,0,0,2,1,0.0,0,0,0,1,0-1 yrs,10K-15K,Low,Bad
496,29,No,Non-Travel,1112,Research & Development,4,3,Medical,2,Male,95,2,3,Manufacturing Director,3.0,Married,7750.0,3560,1,No,11,3,2,0,8,0,3,8.0,3,3,4,0,7-10 yrs,6K-10K,High,Better
497,37,No,Travel_Rarely,1157,Research & Development,5,3,Life Sciences,3,Male,45,2,1,Research Scientist,1.0,Married,4770.0,18739,3,No,15,4,3,1,14,2,2,5.0,1,1,2,0,4-6 yrs,3K-6K,Low,Good
498,26,Yes,Travel_Rarely,638,Human Resources,1,3,Life Sciences,3,Female,39,3,1,Human Resources,3.0,Divorced,1009.0,16656,4,No,12,3,4,1,6,3,3,5.0,4,0,4,1,4-6 yrs,Below 3K,High,Better
499,39,No,Travel_Rarely,1492,Research & Development,6,3,Life Sciences,1,Female,33,1,2,Laboratory Technician,1.0,Married,8106.0,11306,1,No,17,3,2,0,16,3,2,8.0,4,1,5,0,7-10 yrs,6K-10K,Low,Good
500,37,No,Travel_Rarely,709,Sales,1,3,Marketing,4,Male,30,3,3,Sales Executive,4.0,Married,8850.0,26281,0,No,16,3,1,2,15,3,4,11.0,4,2,1,0,10+ yrs,6K-10K,Very High,Best
501,51,No,Travel_Rarely,759,Research & Development,15,3,Medical,1,Female,88,3,5,Laboratory Technician,3.0,Married,14899.0,22109,1,No,11,3,3,1,31,2,2,8.0,4,3,6,0,7-10 yrs,10K-15K,High,Good
502,53,No,Travel_Rarely,324,Human Resources,5,1,Human Resources,4,Female,85,3,2,Manager,3.0,Single,5821.0,12133,7,No,11,3,4,0,29,2,3,4.0,1,3,3,0,4-6 yrs,3K-6K,High,Better
503,29,No,Non-Travel,1484,Sales,1,3,Other,4,Female,69,3,1,Manager,4.0,Married,4596.0,2516,2,No,11,3,4,1,9,3,2,9.0,3,5,7,0,7-10 yrs,3K-6K,Very High,Good
504,31,No,Travel_Rarely,304,Research & Development,16,3,Life Sciences,1,Male,65,3,1,Research Scientist,3.0,Divorced,1009.0,23824,2,Yes,20,3,3,1,9,4,3,5.0,5,5,4,0,4-6 yrs,Below 3K,High,Better
505,25,No,Travel_Rarely,617,Research & Development,10,3,Marketing,3,Male,52,1,4,Research Director,4.0,Married,10004.0,17100,2,No,16,3,4,2,1,2,2,1.0,1,1,1,0,0-1 yrs,10K-15K,Very High,Good
506,51,Yes,Travel_Rarely,861,Research & Development,7,1,Technical Degree,3,Female,33,3,4,Manager,4.0,Single,10589.0,19496,2,No,17,3,2,1,27,4,3,4.0,2,2,4,1,4-6 yrs,10K-15K,Very High,Better
507,45,No,Non-Travel,1452,Sales,11,2,Other,3,Female,90,2,1,Manager,3.0,Single,2999.0,9183,2,Yes,12,3,2,1,22,3,4,0.0,0,0,0,0,0-1 yrs,Below 3K,High,Best
508,57,Yes,Travel_Rarely,831,Sales,1,3,Marketing,2,Female,80,3,2,Manager,1.0,Single,7617.0,2241,6,No,23,3,2,1,37,3,2,6.0,4,2,4,1,4-6 yrs,6K-10K,Low,Good
509,47,No,Travel_Frequently,265,Research & Development,5,4,Technical Degree,1,Male,61,2,4,Manager,1.0,Single,11835.0,19957,3,No,12,3,4,1,27,4,3,7.0,1,3,7,0,7-10 yrs,10K-15K,Low,Better
510,37,No,Travel_Rarely,894,Research & Development,1,4,Life Sciences,3,Male,54,3,3,Manager,4.0,Single,8952.0,19552,0,No,14,3,4,0,16,1,3,9.0,1,1,1,0,7-10 yrs,6K-10K,Very High,Better
511,41,No,Travel_Frequently,447,Research & Development,12,1,Marketing,3,Female,55,2,4,Laboratory Technician,3.0,Single,12149.0,7818,3,No,14,3,3,0,17,1,3,7.0,5,3,2,0,7-10 yrs,10K-15K,High,Better
512,28,No,Travel_Frequently,1267,Research & Development,7,2,Life Sciences,4,Male,74,1,2,Laboratory Technician,3.0,Single,6696.0,24987,2,No,14,3,3,0,8,6,3,8.0,5,1,1,0,7-10 yrs,6K-10K,High,Better
513,27,No,Travel_Rarely,1077,Research & Development,8,4,Life Sciences,3,Male,53,3,5,Manager,3.0,Divorced,13747.0,16597,3,No,11,3,3,0,6,0,1,6.0,5,0,4,0,4-6 yrs,10K-15K,High,Bad
514,21,Yes,Travel_Frequently,727,Research & Development,3,2,Marketing,1,Female,32,3,3,Research Director,2.0,Married,8419.0,13664,3,Yes,15,3,3,1,0,3,3,0.0,0,0,0,1,0-1 yrs,6K-10K,Medium,Better
515,45,No,Travel_Rarely,432,Sales,7,3,Medical,3,Male,73,3,4,Sales Executive,2.0,Divorced,9855.0,7200,1,No,17,3,4,0,21,2,2,6.0,6,1,3,0,4-6 yrs,6K-10K,Medium,Good
516,33,No,Travel_Rarely,203,Research & Development,2,4,Marketing,3,Female,89,3,3,Healthcare Representative,2.0,Single,9432.0,8977,3,No,12,3,4,1,13,3,2,10.0,2,2,4,0,7-10 yrs,6K-10K,Medium,Good
517,36,No,Travel_Rarely,1091,Sales,1,2,Life Sciences,4,Female,32,4,2,Sales Executive,4.0,Single,5696.0,8516,3,Yes,14,3,4,0,16,2,1,12.0,4,2,5,0,10+ yrs,3K-6K,Very High,Bad
518,42,No,Travel_Rarely,860,Sales,5,2,Life Sciences,2,Male,97,2,3,Manager,3.0,Single,8778.0,12762,0,No,13,3,3,0,21,2,3,9.0,3,2,4,0,7-10 yrs,6K-10K,High,Better
519,37,Yes,Travel_Rarely,113,Research & Development,11,3,Life Sciences,4,Male,49,3,1,Research Director,2.0,Married,6452.0,7266,3,Yes,11,3,4,0,14,3,3,7.0,1,1,3,1,7-10 yrs,6K-10K,Medium,Better
520,52,No,Travel_Rarely,1146,Research & Development,5,3,Human Resources,3,Female,91,2,3,Research Director,4.0,Single,6930.0,19121,2,No,14,3,4,0,31,4,3,3.0,3,2,3,0,2-3 yrs,6K-10K,Very High,Better
521,52,No,Non-Travel,194,Sales,4,4,Other,4,Male,41,3,2,Sales Executive,3.0,Married,8194.0,10875,6,No,14,3,4,1,30,0,3,5.0,3,3,5,0,4-6 yrs,6K-10K,High,Better
522,43,No,Travel_Frequently,882,Research & Development,4,2,Life Sciences,1,Female,66,3,2,Laboratory Technician,3.0,Single,3977.0,26900,3,Yes,16,3,4,2,20,4,3,4.0,3,2,4,0,4-6 yrs,3K-6K,High,Better
523,41,No,Travel_Rarely,462,Research & Development,11,1,Life Sciences,4,Female,73,3,3,Manufacturing Director,2.0,Married,8325.0,20502,3,No,23,3,4,0,21,3,3,8.0,3,3,3,0,7-10 yrs,6K-10K,Medium,Better
524,21,No,Travel_Rarely,176,Research & Development,11,3,Medical,4,Female,77,3,2,Healthcare Representative,2.0,Divorced,4489.0,13304,2,Yes,15,3,4,1,1,4,3,1.0,1,1,1,0,0-1 yrs,3K-6K,Medium,Better
525,37,No,Travel_Rarely,582,Sales,4,3,Life Sciences,2,Female,88,2,5,Sales Representative,4.0,Married,11934.0,10274,0,No,16,3,3,0,16,3,3,12.0,2,0,1,0,10+ yrs,10K-15K,Very High,Better
526,33,No,Travel_Rarely,1220,Research & Development,8,3,Life Sciences,4,Female,45,3,5,Research Scientist,1.0,Divorced,12984.0,11912,4,No,13,3,2,1,12,0,2,2.0,2,2,2,0,2-3 yrs,10K-15K,Low,Good
527,33,No,Travel_Rarely,371,Research & Development,1,3,Life Sciences,2,Male,63,3,3,Research Director,4.0,Single,10313.0,17171,2,No,11,3,3,1,12,1,2,8.0,3,4,5,0,7-10 yrs,10K-15K,Very High,Good
528,46,Yes,Travel_Rarely,1499,Sales,10,1,Life Sciences,4,Male,75,4,3,Manager,4.0,Divorced,4442.0,15188,0,No,11,4,4,0,26,1,2,10.0,5,0,3,1,7-10 yrs,3K-6K,Very High,Good
529,31,No,Travel_Frequently,1220,Research & Development,1,3,Life Sciences,2,Male,88,2,2,Laboratory Technician,2.0,Married,4147.0,5517,1,No,13,3,2,0,7,0,3,4.0,2,3,3,0,4-6 yrs,3K-6K,Medium,Better
530,37,Yes,Travel_Rarely,781,Research & Development,4,1,Medical,1,Male,56,4,3,Healthcare Representative,3.0,Married,7236.0,8431,3,Yes,11,3,1,1,17,3,3,6.0,6,2,6,1,4-6 yrs,6K-10K,High,Better
531,22,No,Non-Travel,702,Sales,1,3,Marketing,2,Female,56,3,1,Sales Representative,3.0,Single,5005.0,17024,0,No,14,3,4,0,0,5,2,0.0,0,0,0,0,0-1 yrs,3K-6K,High,Good
532,27,No,Travel_Frequently,757,Research & Development,5,3,Marketing,2,Male,72,3,5,Research Director,3.0,Divorced,14732.0,20251,3,No,13,3,3,2,6,6,3,6.0,2,2,4,0,4-6 yrs,10K-15K,High,Better
533,24,No,Travel_Rarely,611,Research & Development,1,2,Life Sciences,3,Female,47,3,2,Manager,4.0,Married,6907.0,5563,3,No,12,3,3,1,2,3,3,2.0,1,2,0,0,2-3 yrs,6K-10K,Very High,Better
534,31,Yes,Travel_Rarely,833,Sales,1,4,Marketing,4,Male,48,1,2,Manager,2.0,Married,7525.0,26814,3,No,12,4,4,1,7,4,3,6.0,5,4,4,1,4-6 yrs,6K-10K,Medium,Better
535,35,No,Travel_Frequently,641,Sales,6,4,Life Sciences,4,Male,42,1,2,Sales Executive,4.0,Married,8139.0,19872,4,No,14,3,4,0,11,4,4,7.0,4,2,5,0,7-10 yrs,6K-10K,Very High,Best
536,31,Yes,Travel_Rarely,512,Research & Development,14,4,Life Sciences,3,Male,71,2,5,Research Director,1.0,Married,11666.0,4262,3,Yes,13,4,3,1,11,2,3,9.0,3,0,5,1,7-10 yrs,10K-15K,Low,Better
537,37,No,Travel_Rarely,955,Research & Development,11,4,Marketing,3,Male,71,3,1,Research Scientist,4.0,Married,4237.0,19234,4,No,12,4,4,3,17,4,3,8.0,3,1,5,0,7-10 yrs,3K-6K,Very High,Better
538,33,No,Travel_Rarely,1434,Research & Development,1,2,Human Resources,1,Female,58,3,1,Research Scientist,3.0,Married,3573.0,4126,1,No,17,4,2,0,13,5,3,9.0,4,3,6,0,7-10 yrs,3K-6K,High,Better
539,34,No,Travel_Rarely,1137,Research & Development,20,2,Technical Degree,3,Female,99,2,3,Manufacturing Director,4.0,Married,10731.0,3747,2,Yes,11,3,3,3,14,5,1,8.0,0,1,3,0,7-10 yrs,10K-15K,Very High,Bad
540,39,No,Travel_Rarely,1187,Research & Development,12,4,Life Sciences,3,Male,50,2,4,Manufacturing Director,4.0,Divorced,11934.0,25398,1,No,14,3,3,2,15,6,4,4.0,2,1,4,0,4-6 yrs,10K-15K,Very High,Best
541,39,No,Travel_Frequently,1074,Research & Development,24,2,Life Sciences,4,Male,77,3,3,Laboratory Technician,4.0,Single,11111.0,24801,1,No,18,3,3,1,19,6,2,6.0,0,2,5,0,4-6 yrs,10K-15K,Very High,Good
542,22,No,Travel_Rarely,872,Research & Development,3,1,Other,1,Male,92,3,3,Healthcare Representative,4.0,Single,8668.5,10130,1,No,18,4,3,0,0,5,3,0.0,0,0,0,0,0-1 yrs,6K-10K,Very High,Better
543,54,No,Travel_Rarely,989,Research & Development,2,2,Life Sciences,3,Female,62,4,3,Healthcare Representative,1.0,Single,8013.0,14478,1,No,15,3,1,0,31,0,3,7.0,7,3,3,0,7-10 yrs,6K-10K,Low,Better
544,33,No,Travel_Rarely,621,Sales,4,4,Life Sciences,4,Female,95,2,3,Manager,4.0,Married,9480.0,4319,2,No,15,3,2,2,10,1,3,8.0,4,2,6,0,7-10 yrs,6K-10K,Very High,Better
545,30,No,Travel_Rarely,146,Sales,11,3,Life Sciences,3,Female,54,2,3,Manager,1.0,Married,9327.0,15485,1,No,16,3,2,0,7,1,4,7.0,4,1,5,0,7-10 yrs,6K-10K,Low,Best
546,40,No,Non-Travel,1192,Research & Development,1,3,Other,3,Male,75,3,5,Healthcare Representative,4.0,Divorced,8668.5,26292,5,No,11,3,4,0,17,1,4,9.0,4,2,3,0,7-10 yrs,6K-10K,Very High,Best
547,39,No,Travel_Frequently,522,Research & Development,10,3,Technical Degree,2,Female,43,1,4,Manager,2.0,Single,8683.0,26118,2,No,19,3,1,1,15,3,2,3.0,3,1,3,0,2-3 yrs,6K-10K,Medium,Good
548,37,No,Travel_Rarely,189,Research & Development,1,3,Technical Degree,4,Female,85,2,5,Manager,4.0,Single,13625.0,19792,5,No,11,3,3,1,14,2,3,8.0,5,3,2,0,7-10 yrs,10K-15K,Very High,Better
549,47,Yes,Travel_Rarely,638,Research & Development,26,1,Life Sciences,3,Male,36,3,2,Laboratory Technician,1.0,Divorced,5180.0,8197,3,Yes,12,3,3,0,26,2,2,7.0,4,6,3,1,7-10 yrs,3K-6K,Low,Good
550,27,No,Travel_Frequently,124,Research & Development,5,3,Marketing,2,Female,45,3,4,Manufacturing Director,4.0,Single,12020.0,22445,3,No,11,3,3,2,7,3,3,7.0,5,1,3,0,7-10 yrs,10K-15K,Very High,Better
551,32,No,Travel_Rarely,650,Sales,10,1,Life Sciences,3,Male,83,2,2,Sales Representative,2.0,Married,9922.0,20475,4,No,12,3,1,0,10,1,2,7.0,3,0,3,0,7-10 yrs,6K-10K,Medium,Good
552,34,No,Travel_Rarely,1070,Sales,5,3,Medical,4,Male,51,3,4,Manager,3.0,Married,9041.0,13720,2,No,13,3,4,1,14,1,4,3.0,3,2,3,0,2-3 yrs,6K-10K,High,Best
553,27,No,Travel_Frequently,546,Sales,27,2,Life Sciences,4,Female,68,2,5,Sales Representative,1.0,Married,13759.0,2465,1,No,13,3,2,1,3,0,2,3.0,3,1,3,0,2-3 yrs,10K-15K,Low,Good
554,49,No,Travel_Frequently,1254,Research & Development,8,3,Life Sciences,2,Female,30,4,2,Healthcare Representative,4.0,Divorced,6663.0,12770,1,No,12,3,4,1,25,5,3,9.0,3,0,5,0,7-10 yrs,6K-10K,Very High,Better
555,20,Yes,Non-Travel,1374,Research & Development,8,4,Life Sciences,4,Female,43,3,3,Research Scientist,2.0,Married,7152.0,6109,1,No,14,3,2,1,0,1,3,0.0,0,0,0,1,0-1 yrs,6K-10K,Medium,Better
556,24,No,Travel_Rarely,1432,Sales,7,3,Other,3,Male,95,2,1,Sales Representative,4.0,Married,5645.0,10927,1,Yes,18,4,3,1,1,3,3,1.0,1,1,1,0,0-1 yrs,3K-6K,Very High,Better
557,44,No,Travel_Frequently,862,Research & Development,5,3,Medical,2,Male,83,3,1,Healthcare Representative,4.0,Married,5260.0,5892,2,Yes,13,3,1,0,23,3,3,9.0,4,2,6,0,7-10 yrs,3K-6K,Very High,Better
558,38,No,Travel_Frequently,416,Human Resources,14,3,Life Sciences,3,Female,77,2,2,Human Resources,4.0,Married,6154.0,3314,1,No,14,3,3,2,17,3,4,3.0,3,0,3,0,2-3 yrs,6K-10K,Very High,Best
559,43,No,Travel_Rarely,1332,Research & Development,1,3,Life Sciences,3,Female,32,3,4,Manager,3.0,Single,8668.5,26563,3,No,17,3,4,0,22,3,3,5.0,4,1,5,0,4-6 yrs,6K-10K,High,Better
560,43,No,Travel_Rarely,365,Research & Development,8,1,Life Sciences,4,Female,83,4,1,Manufacturing Director,4.0,Single,5387.0,17179,5,No,18,3,2,0,22,5,2,10.0,7,0,3,0,7-10 yrs,3K-6K,Very High,Good
561,39,No,Travel_Rarely,1436,Sales,1,1,Marketing,4,Female,54,3,1,Manager,4.0,Single,1685.0,22099,1,No,17,3,1,0,19,4,2,6.0,6,1,2,0,4-6 yrs,Below 3K,Very High,Good
562,49,No,Travel_Rarely,1221,Research & Development,12,4,Life Sciences,3,Female,42,3,3,Research Director,2.0,Divorced,9740.0,12374,1,No,14,3,1,3,26,1,3,12.0,4,1,6,0,10+ yrs,6K-10K,Medium,Better
563,36,No,Travel_Frequently,566,Research & Development,15,1,Medical,3,Female,56,3,2,Manufacturing Director,3.0,Married,2472.0,19979,1,Yes,17,3,3,0,12,3,3,7.0,4,5,4,0,7-10 yrs,Below 3K,High,Better
564,52,No,Travel_Frequently,376,Research & Development,2,4,Life Sciences,3,Male,91,2,1,Research Director,4.0,Divorced,5552.0,14473,3,No,11,3,3,0,29,2,3,6.0,4,1,5,0,4-6 yrs,3K-6K,Very High,Better
565,35,No,Travel_Rarely,472,Sales,4,3,Technical Degree,4,Female,52,3,5,Sales Representative,4.0,Married,11870.0,20597,1,Yes,12,4,4,2,11,2,3,6.0,3,1,2,0,4-6 yrs,10K-15K,Very High,Better
566,39,No,Travel_Frequently,882,Research & Development,2,2,Marketing,2,Male,96,2,2,Manager,2.0,Divorced,7154.0,17808,4,No,17,3,2,1,16,2,3,11.0,3,1,4,0,10+ yrs,6K-10K,Medium,Better
567,26,No,Travel_Rarely,488,Research & Development,1,2,Life Sciences,3,Female,87,3,3,Manufacturing Director,3.0,Single,9946.0,25357,1,Yes,14,3,3,0,2,3,4,2.0,2,2,2,0,2-3 yrs,6K-10K,High,Best
568,39,No,Travel_Rarely,622,Research & Development,3,3,Life Sciences,2,Female,49,3,4,Research Scientist,4.0,Married,9179.0,4618,1,Yes,17,3,3,1,15,3,3,7.0,2,1,3,0,7-10 yrs,6K-10K,Very High,Better
569,34,No,Travel_Rarely,822,Sales,9,3,Life Sciences,4,Female,95,4,2,Sales Representative,3.0,Married,2201.0,23342,3,No,15,3,2,1,12,2,1,7.0,4,1,1,0,7-10 yrs,Below 3K,High,Bad
570,30,No,Travel_Rarely,1089,Research & Development,2,3,Other,4,Male,45,3,4,Manager,4.0,Single,11324.0,13306,1,No,12,3,4,0,9,1,3,5.0,5,3,5,0,4-6 yrs,10K-15K,Very High,Better
571,44,No,Travel_Rarely,1065,Human Resources,9,2,Life Sciences,3,Male,64,2,3,Manager,2.0,Married,10535.0,9688,1,No,17,3,3,1,24,1,2,8.0,4,0,5,0,7-10 yrs,10K-15K,Medium,Good
572,29,No,Travel_Rarely,1250,Research & Development,1,4,Marketing,3,Female,59,3,4,Manager,4.0,Single,8151.0,10938,2,No,14,3,1,0,7,5,1,6.0,3,1,5,0,4-6 yrs,6K-10K,Very High,Bad
573,44,No,Travel_Rarely,1178,Sales,2,2,Life Sciences,4,Male,64,3,5,Sales Executive,3.0,Single,15981.0,25767,1,No,14,3,3,0,24,5,3,4.0,3,1,3,0,4-6 yrs,15K+,High,Better
574,25,No,Travel_Rarely,862,Research & Development,11,3,Medical,4,Male,38,3,3,Laboratory Technician,4.0,Single,6428.0,25519,3,No,18,3,2,0,4,6,3,4.0,1,1,4,0,4-6 yrs,6K-10K,Very High,Better
575,45,No,Travel_Rarely,1497,Research & Development,23,3,Marketing,1,Male,35,3,5,Manager,4.0,Married,13119.0,19175,1,No,17,3,3,0,21,2,3,6.0,2,0,5,0,4-6 yrs,10K-15K,Very High,Better
576,37,No,Travel_Frequently,229,Sales,5,3,Marketing,4,Female,91,2,3,Manager,2.0,Divorced,9406.0,3030,2,No,16,3,2,2,16,3,3,3.0,1,0,0,0,2-3 yrs,6K-10K,Medium,Better
577,50,No,Travel_Rarely,550,Research & Development,4,3,Life Sciences,3,Female,48,3,2,Manager,4.0,Single,6694.0,22224,3,No,16,3,4,1,28,2,3,9.0,2,2,0,0,7-10 yrs,6K-10K,Very High,Better
578,34,Yes,Travel_Rarely,1314,Research & Development,2,3,Life Sciences,2,Male,56,2,3,Laboratory Technician,2.0,Married,8565.0,14967,2,Yes,11,3,4,0,11,4,3,7.0,5,1,1,1,7-10 yrs,6K-10K,Medium,Better
579,39,No,Travel_Rarely,1228,Sales,3,4,Life Sciences,2,Male,94,2,5,Manager,4.0,Married,13781.0,21870,4,No,15,3,1,0,15,2,3,2.0,2,2,2,0,2-3 yrs,10K-15K,Very High,Better
580,34,No,Non-Travel,314,Sales,22,2,Technical Degree,4,Male,73,3,4,Sales Executive,1.0,Divorced,12083.0,16806,3,No,14,3,2,1,11,6,4,6.0,3,1,2,0,4-6 yrs,10K-15K,Low,Best
581,38,No,Travel_Rarely,288,Sales,12,3,Life Sciences,4,Male,92,3,2,Sales Executive,2.0,Divorced,6431.0,2899,2,No,18,3,4,1,17,2,2,7.0,6,1,5,0,7-10 yrs,6K-10K,Medium,Good
582,31,No,Non-Travel,430,Research & Development,1,4,Technical Degree,4,Male,82,3,2,Laboratory Technician,1.0,Married,5496.0,15993,0,No,12,3,2,1,10,3,3,10.0,3,3,2,0,7-10 yrs,3K-6K,Low,Better
583,19,No,Non-Travel,1118,Sales,29,1,Other,2,Female,75,2,2,Sales Representative,3.0,Divorced,4434.0,7405,4,Yes,11,3,4,1,0,3,3,0.0,0,0,0,0,0-1 yrs,3K-6K,High,Better
584,35,No,Travel_Frequently,954,Research & Development,12,3,Medical,1,Female,60,2,5,Research Director,4.0,Married,14191.0,18387,4,No,12,3,2,1,13,1,2,6.0,3,3,4,0,4-6 yrs,10K-15K,Very High,Good
585,39,No,Travel_Rarely,1449,Research & Development,17,3,Life Sciences,3,Female,73,3,5,Research Scientist,4.0,Single,13504.0,8908,0,No,12,3,4,1,19,3,3,5.0,5,2,4,0,4-6 yrs,10K-15K,Very High,Better
586,29,Yes,Non-Travel,1469,Sales,12,3,Life Sciences,4,Female,77,3,2,Manager,4.0,Single,7769.0,24341,0,Yes,15,3,4,1,8,5,2,6.0,5,4,1,1,4-6 yrs,6K-10K,Very High,Good
587,25,No,Travel_Rarely,584,Sales,6,4,Technical Degree,2,Female,74,3,3,Sales Representative,1.0,Married,8749.0,4078,0,No,15,4,4,0,1,6,3,1.0,1,1,1,0,0-1 yrs,6K-10K,Low,Better
588,31,No,Non-Travel,1044,Sales,17,4,Medical,1,Female,35,3,2,Sales Representative,4.0,Married,8005.0,15138,3,Yes,18,4,3,2,7,1,3,7.0,4,5,3,0,7-10 yrs,6K-10K,Very High,Better
589,28,Yes,Travel_Rarely,1059,Research & Development,7,2,Technical Degree,4,Male,86,2,4,Manager,1.0,Married,8668.5,21936,2,No,21,3,2,1,4,5,3,4.0,4,3,4,1,4-6 yrs,6K-10K,Low,Better
590,24,Yes,Non-Travel,687,Research & Development,1,3,Technical Degree,3,Female,96,2,3,Research Director,2.0,Married,5944.0,5880,6,Yes,20,3,4,0,1,3,2,1.0,1,1,1,1,0-1 yrs,3K-6K,Medium,Good
591,46,No,Travel_Rarely,107,Research & Development,6,4,Technical Degree,4,Female,32,3,5,Research Scientist,3.0,Divorced,11072.0,22010,2,No,11,3,2,2,22,2,4,6.0,2,0,6,0,4-6 yrs,10K-15K,High,Best
592,46,No,Travel_Frequently,1242,Research & Development,5,1,Life Sciences,4,Female,90,3,5,Research Director,2.0,Divorced,13369.0,14043,6,No,15,3,3,1,24,6,2,5.0,3,1,3,0,4-6 yrs,10K-15K,Medium,Good
593,19,No,Travel_Rarely,1292,Research & Development,10,3,Life Sciences,1,Female,63,2,2,Research Director,1.0,Single,6274.0,25271,4,No,19,3,4,2,0,4,3,0.0,0,0,0,0,0-1 yrs,6K-10K,Low,Better
594,53,No,Travel_Rarely,794,Research & Development,8,1,Life Sciences,3,Male,59,2,5,Manufacturing Director,2.0,Divorced,14076.0,18104,2,No,11,3,3,0,31,5,3,11.0,4,2,3,0,10+ yrs,10K-15K,Medium,Better
595,24,Yes,Non-Travel,1249,Research & Development,1,3,Life Sciences,2,Male,30,4,5,Research Director,4.0,Single,11538.0,15924,3,No,14,3,3,1,2,1,3,2.0,2,1,2,1,2-3 yrs,10K-15K,Very High,Better
596,26,No,Non-Travel,692,Sales,5,2,Marketing,3,Male,46,2,3,Manager,1.0,Divorced,8015.0,13353,0,No,17,3,2,0,6,5,4,5.0,4,3,3,0,4-6 yrs,6K-10K,Low,Best
597,45,No,Travel_Rarely,399,Research & Development,29,5,Life Sciences,3,Female,77,3,1,Manager,4.0,Divorced,3093.0,20796,2,No,16,4,1,1,23,3,3,8.0,2,1,6,0,7-10 yrs,3K-6K,Very High,Better
598,41,No,Travel_Rarely,1042,Sales,6,3,Medical,4,Male,33,4,2,Manager,4.0,Single,6134.0,24900,0,No,17,3,3,0,17,0,3,6.0,6,2,4,0,4-6 yrs,6K-10K,Very High,Better
599,40,Yes,Travel_Frequently,841,Sales,3,2,Technical Degree,3,Male,46,2,3,Manager,4.0,Single,10670.0,3849,5,No,11,4,4,1,17,1,2,4.0,4,1,4,1,4-6 yrs,10K-15K,Very High,Good
600,35,No,Travel_Rarely,1072,Sales,2,1,Life Sciences,4,Male,45,4,3,Sales Executive,3.0,Single,9300.0,19533,1,No,15,3,4,1,11,4,3,5.0,2,3,1,0,4-6 yrs,6K-10K,High,Better
601,28,Yes,Non-Travel,981,Sales,13,3,Marketing,4,Male,85,4,3,Sales Representative,4.0,Married,7899.0,12206,4,Yes,15,4,3,1,5,2,4,5.0,4,0,5,1,4-6 yrs,6K-10K,Very High,Best
602,46,No,Travel_Frequently,1100,Sales,1,3,Life Sciences,4,Male,51,4,3,Sales Representative,3.0,Married,8626.0,10702,4,No,11,3,3,1,25,3,3,8.0,3,0,2,0,7-10 yrs,6K-10K,High,Better
603,32,No,Travel_Rarely,697,Research & Development,3,3,Life Sciences,1,Female,36,3,4,Research Scientist,4.0,Married,11468.0,26341,3,No,15,3,4,1,11,2,3,9.0,4,3,1,0,7-10 yrs,10K-15K,Very High,Better
604,34,Yes,Travel_Rarely,922,Research & Development,1,4,Life Sciences,1,Male,94,3,1,Research Scientist,4.0,Married,9568.0,14046,5,Yes,19,3,3,2,13,0,3,9.0,2,2,4,1,7-10 yrs,6K-10K,Very High,Better
605,41,No,Travel_Rarely,1460,Human Resources,2,4,Technical Degree,2,Male,32,3,2,Manager,4.0,Single,6475.0,8006,1,No,11,3,1,2,20,3,3,4.0,4,3,2,0,4-6 yrs,6K-10K,Very High,Better
606,40,No,Travel_Rarely,637,Research & Development,22,3,Life Sciences,3,Male,51,3,2,Research Director,3.0,Married,6378.0,18466,3,No,11,3,1,0,20,5,4,4.0,1,2,4,0,4-6 yrs,6K-10K,High,Best
607,32,Yes,Travel_Rarely,693,Sales,2,2,Life Sciences,3,Female,81,4,1,Manager,4.0,Single,3643.0,9158,2,No,11,3,1,0,12,3,3,6.0,6,2,3,1,4-6 yrs,3K-6K,Very High,Better
608,32,No,Travel_Rarely,806,Research & Development,5,4,Technical Degree,4,Female,55,3,3,Healthcare Representative,4.0,Single,7495.0,7866,2,No,11,4,2,1,12,1,4,6.0,1,2,6,0,4-6 yrs,6K-10K,Very High,Best
609,25,No,Non-Travel,148,Research & Development,8,4,Technical Degree,4,Female,96,2,5,Manager,3.0,Single,11152.0,26731,4,Yes,12,3,3,1,3,0,3,3.0,3,2,3,0,2-3 yrs,10K-15K,High,Better
610,32,No,Travel_Frequently,804,Research & Development,2,4,Technical Degree,4,Female,76,3,2,Laboratory Technician,3.0,Married,5674.0,4364,2,No,13,4,2,0,10,6,3,6.0,2,0,5,0,4-6 yrs,3K-6K,High,Better
611,18,Yes,Non-Travel,1310,Research & Development,29,2,Life Sciences,3,Male,98,1,2,Laboratory Technician,4.0,Single,4566.0,8842,1,No,15,3,2,0,0,3,2,0.0,0,0,0,1,0-1 yrs,3K-6K,Very High,Good
